Utility Number,Utility Name,State,country,Division_type,Division_id
3814,City of Clintonville - (WI),WI,US,NERC_REGION,MRO
3815,Town of Coatesville - (IN),IN,US,NERC_REGION,RFC
3824,Clyde Light & Power,OH,US,NERC_REGION,RFC
3828,Cloverland Electric Co-op,MI,US,NERC_REGION,RFC
3839,Coahoma Electric Power Assn,MS,US,NERC_REGION,SERC
3841,Coast Electric Power Assn,MS,US,NERC_REGION,SERC
3843,Coastal Electric Member Corp,GA,US,NERC_REGION,SERC
3844,"Coastal Electric Coop, Inc",SC,US,NERC_REGION,SERC
3850,"Codington-Clark Elec Coop, Inc",SD,US,NERC_REGION,MRO
3881,City of Cody,WY,US,NERC_REGION,WECC
3892,City of Coffeyville - (KS),KS,US,NERC_REGION,SPP
3900,City of Coggon - (IA),IA,US,NERC_REGION,MRO
3913,City of Colby - (KS),KS,US,NERC_REGION,MRO
3915,Coldwater Board of Public Util,MI,US,NERC_REGION,RFC
3916,Cobb Electric Membership Corp,GA,US,NERC_REGION,SERC
3938,"Coleman County Elec Coop, Inc",TX,US,NERC_REGION,TRE
3939,City of College Park - (GA),GA,US,NERC_REGION,SERC
3940,City of College Station - (TX),TX,US,NERC_REGION,TRE
3957,City of Collins - (MS),MS,US,NERC_REGION,SERC
3986,City of Collinsville - (OK),OK,US,NERC_REGION,SPP
3989,City of Colorado Springs - (CO),CO,US,NERC_REGION,WECC
3990,Colorado River Indian Irr Proj,AZ,US,NERC_REGION,WECC
3991,CMS Energy Resource Management,MI,US,NERC_REGION,RFC
4005,"Columbia Basin Elec Cooperative, Inc",OR,US,NERC_REGION,WECC
4007,City of Columbia City - (IN),IN,US,NERC_REGION,RFC
4008,Columbia Power Coop Assn Inc,OR,US,NERC_REGION,WECC
4040,Calhoun County Elec Coop Assn,IA,US,NERC_REGION,MRO
4041,"Columbia Rural Elec Assn, Inc",WA,US,NERC_REGION,WECC
4045,City of Columbia - (MO),MO,US,NERC_REGION,SERC
4063,Co-Mo Electric Coop Inc,MO,US,NERC_REGION,SERC
4065,City of Columbus - (OH),OH,US,NERC_REGION,RFC
4068,City of Columbus - (MS),MS,US,NERC_REGION,SERC
4071,"Columbus Electric Coop, Inc",NM,US,NERC_REGION,WECC
4073,City of Columbus - (WI),WI,US,NERC_REGION,MISO
4078,City of Comanche - (OK),OK,US,NERC_REGION,SPP
4091,City of Commerce - (GA),GA,US,NERC_REGION,SERC
4100,"Commerce Energy, Inc.",CA,US,NERC_REGION,WECC
4110,Commonwealth Edison Co,IL,US,NERC_REGION,RFC
4117,Community Electric Coop,VA,US,NERC_REGION,SERC
4146,Concho Valley Elec Coop Inc,TX,US,NERC_REGION,TRE
4150,City of Concord - (NC),NC,US,NERC_REGION,SERC
4153,"Concordia Electric Coop, Inc",LA,US,NERC_REGION,SERC
4160,Callaway Electric Cooperative,MO,US,NERC_REGION,SERC
4166,"CECG Maine, LLC",MD,US,NERC_REGION,RFC
4176,Connecticut Light & Power Co,CT,US,NERC_REGION,NPCC
4180,Connecticut Mun Elec Engy Coop,CT,US,NERC_REGION,NPCC
4237,Consolidated Electric Coop,MO,US,NERC_REGION,SERC
4247,Consolidated Water Power Co,WI,US,NERC_REGION,RFC
4254,Consumers Energy Co,MI,US,NERC_REGION,RFC
4262,Cooke County Elec Coop Assn,TX,US,NERC_REGION,TRE
4265,Continental Divide El Coop Inc,NM,US,NERC_REGION,WECC
4280,Conway Corporation,AR,US,NERC_REGION,SERC
4295,Comanche County Elec Coop Assn,TX,US,NERC_REGION,TRE
4296,"Cookson Hills Elec Coop, Inc",OK,US,NERC_REGION,SPP
4304,City of Corwith - (IA),IA,US,NERC_REGION,MRO
4305,City of Coon Rapids,IA,US,NERC_REGION,MRO
4317,"Coos-Curry Electric Coop, Inc",OR,US,NERC_REGION,WECC
4319,Copan Public Works Authority,OK,US,NERC_REGION,SPP
4329,"Copper Valley Elec Assn, Inc",AK,US,NERC_REGION,AK
4341,Corbin City Utilities Comm,KY,US,NERC_REGION,RFC
4344,City of New Cordell - (OK),OK,US,NERC_REGION,SPP
4346,Cooperative L&P Assn Lake County,MN,US,NERC_REGION,MRO
4356,Colorado River Comm of Nevada,NV,US,NERC_REGION,WECC
4362,Corn Belt Energy Corporation,IL,US,NERC_REGION,RFC
4363,Corn Belt Power Coop,IA,US,NERC_REGION,MRO
4365,Town of Cornelius - (NC),NC,US,NERC_REGION,SERC
4369,City of Cornell,WI,US,NERC_REGION,RFC
4373,Cornhusker Public Power Dist,NE,US,NERC_REGION,MRO
4375,City of Corning - (IA),IA,US,NERC_REGION,MRO
4390,City of Corona - (CA),CA,US,NERC_REGION,WECC
4410,"Shell Energy North America (US), L.P.",TX,US,NERC_REGION,TRE
4414,City of Coulee Dam - (WA),WA,US,NERC_REGION,WECC
4429,City of Covington - (IN),IN,US,NERC_REGION,RFC
4430,"Covington Electric Coop, Inc",AL,US,NERC_REGION,SERC
4432,Coweta-Fayette El Member Corp,GA,US,NERC_REGION,SERC
4433,City of Covington - (GA),GA,US,NERC_REGION,SERC
4437,City of Covington - (TN),TN,US,NERC_REGION,SERC
4442,PUD No 1 of Cowlitz County,WA,US,NERC_REGION,WECC
4459,Cozad Board of Public Works,NE,US,NERC_REGION,MRO
4486,Town of Crane - (IN),IN,US,NERC_REGION,RFC
4508,"Crawfordsville Elec, Lgt & Pwr",IN,US,NERC_REGION,RFC
4509,Craighead Electric Coop Corp,AR,US,NERC_REGION,SERC
4524,"Crawford Electric Coop, Inc",MO,US,NERC_REGION,SERC
4527,City of Crete,NE,US,NERC_REGION,MRO
4538,Crisp County Power Comm,GA,US,NERC_REGION,SERC
4562,City of Croswell - (MI),MI,US,NERC_REGION,RFC
4577,Crow Wing Cooperative Power & Light Comp,MN,US,NERC_REGION,MRO
4604,City of Crystal Falls,MI,US,NERC_REGION,MISO
4607,City of Cuba City,WI,US,NERC_REGION,MISO
4610,City of Cuero - (TX),TX,US,NERC_REGION,TRE
4618,"Cullman Electric Coop, Inc",AL,US,NERC_REGION,SERC
4619,Town of Culpeper- (VA),VA,US,NERC_REGION,SERC
4622,"Cumberland Valley Electric, Inc.",KY,US,NERC_REGION,SERC
4632,Cuming County Public Pwr Dist,NE,US,NERC_REGION,
4661,City of Curtis - (NE),NE,US,NERC_REGION,MRO
4667,City of Cushing - (OK),OK,US,NERC_REGION,SPP
4671,Custer Public Power District,NE,US,NERC_REGION,MRO
4675,Cuivre River Electric Coop Inc,MO,US,NERC_REGION,SERC
4683,City of Cuyahoga Falls - (OH),OH,US,NERC_REGION,RFC
4685,Village of Cygnet - (OH),OH,US,NERC_REGION,RFC
4704,"DS&O Electric Cooperative, Inc.",KS,US,NERC_REGION,SPP
4715,Dahlberg Light & Power Co,WI,US,NERC_REGION,MRO
4716,Dairyland Power Coop,WI,US,NERC_REGION,MRO
4717,Dakota Valley Elec Coop Inc,ND,US,NERC_REGION,MRO
4720,Dakota Energy Coop Inc,SD,US,NERC_REGION,SPP
4725,City of Custar,OH,US,NERC_REGION,RFC
4739,Town of Dallas - (NC),NC,US,NERC_REGION,SERC
4743,"Consumers Power, Inc",OR,US,NERC_REGION,WECC
4744,Dalton Utilities,GA,US,NERC_REGION,SERC
4791,City of Danville - (IA),IA,US,NERC_REGION,MRO
4792,Village of Daggett - (MI),MI,US,NERC_REGION,RFC
4794,City of Danville - (VA),VA,US,NERC_REGION,RFC
4796,"Darke Rural Electric Coop, Inc",OH,US,NERC_REGION,RFC
4799,Darlington Light & Power Co,IN,US,NERC_REGION,RFC
4836,City of David City,NE,US,NERC_REGION,MRO
4848,Daviess Martin County R E M C,IN,US,NERC_REGION,RFC
4911,Dawson Power District,NE,US,NERC_REGION,MRO
4919,City of Dayton - (IA),IA,US,NERC_REGION,MRO
4934,Village of De Witt - (NE),NE,US,NERC_REGION,MRO
4939,"Deaf Smith Electric Coop, Inc",TX,US,NERC_REGION,SPP
4958,Decatur Utilities,AL,US,NERC_REGION,SERC
4960,Decatur County Rural E M C,IN,US,NERC_REGION,RFC
4975,Deep East Texas Elec Coop Inc,TX,US,NERC_REGION,TRE
4981,City of Deaver - (WY),WY,US,NERC_REGION,WECC
5015,Delano Municipal Utilities,MN,US,NERC_REGION,MRO
5021,Delaware County Elec Coop Inc,NY,US,NERC_REGION,NPCC
5036,City of Delta - (CO),CO,US,NERC_REGION,WECC
5056,City of Denison - (IA),IA,US,NERC_REGION,MRO
5063,City of Denton - (TX),TX,US,NERC_REGION,TRE
5076,City of Denver - (IA),IA,US,NERC_REGION,MRO
5078,"Denton County Elec Coop, Inc",TX,US,NERC_REGION,TRE
5086,Delta Montrose Electric Assn,CO,US,NERC_REGION,WECC
5096,Village of Deshler - (OH),OH,US,NERC_REGION,RFC
5097,City of Deshler - (NE),NE,US,NERC_REGION,MRO
5109,DTE Electric Company,MI,US,NERC_REGION,RFC
5111,City of Detroit Lakes - (MN),MN,US,NERC_REGION,MRO
5155,City of Dike,IA,US,NERC_REGION,MRO
5175,Dixie Electric Power Assn,MS,US,NERC_REGION,SERC
5202,Dixie Electric Membership Corp,LA,US,NERC_REGION,SERC
5204,Dixie Electric Coop,AL,US,NERC_REGION,SERC
5236,City of Doerun - (GA),GA,US,NERC_REGION,SERC
5325,City of Douglas,GA,US,NERC_REGION,SERC
5326,PUD No 1 of Douglas County,WA,US,NERC_REGION,WECC
5327,Douglas Electric Coop - (OR),OR,US,NERC_REGION,WECC
5328,"Douglas Electric Coop, Inc",SD,US,NERC_REGION,MRO
5334,"Doniphan Elec Coop Assn, Inc",KS,US,NERC_REGION,SPP
5335,City of Dover - (DE),DE,US,NERC_REGION,RFC
5336,City of Dover - (OH),OH,US,NERC_REGION,RFC
5343,City of Dowagiac,MI,US,NERC_REGION,RFC
5350,Village of Dorchester - (NE),NE,US,NERC_REGION,MRO
5354,City of Drain - (OR),OR,US,NERC_REGION,WECC
5372,Town of Drexel - (NC),NC,US,NERC_REGION,SERC
5392,Dublin Municipal Electric Util,IN,US,NERC_REGION,RFC
5394,Dubois Rural Electric Coop Inc,IN,US,NERC_REGION,RFC
5399,Duck River Elec Member Corp,TN,US,NERC_REGION,SERC
5402,City of Due West - (SC),SC,US,NERC_REGION,SERC
5417,Dunn County Electric Coop,WI,US,NERC_REGION,MRO
5429,City of Duncan - (OK),OK,US,NERC_REGION,SPP
5438,"Duncan Valley Elec Coop, Inc",AZ,US,NERC_REGION,WECC
5470,ConocoPhillips Company,TX,US,NERC_REGION,
5480,Town of Danvers,MA,US,NERC_REGION,NPCC
5487,Duquesne Light Co,PA,US,NERC_REGION,RFC
5518,City of Dysart - (IA),IA,US,NERC_REGION,MRO
5529,City of Durant - (IA),IA,US,NERC_REGION,MRO
5531,Enerstar Power Corp,IL,US,NERC_REGION,RFC
5535,Egyptian Electric Coop Assn,IL,US,NERC_REGION,RFC
5551,City of Eagle River - (WI),WI,US,NERC_REGION,MISO
5552,"East River Elec Pwr Coop, Inc",SD,US,NERC_REGION,MRO
5563,City of Earlville - (IA),IA,US,NERC_REGION,MRO
5574,East Central Energy,MN,US,NERC_REGION,MRO
5575,City of East Grand Forks - (MN),MN,US,NERC_REGION,MRO
5580,"East Kentucky Power Coop, Inc",KY,US,NERC_REGION,SERC
5582,City of East Point - (GA),GA,US,NERC_REGION,SERC
5583,City of Easton - (MO),MO,US,NERC_REGION,SERC
5584,East End Mutual Elec Co Ltd,ID,US,NERC_REGION,WECC
5585,Eastern Illinois Elec Coop,IL,US,NERC_REGION,RFC
5588,East-Central Iowa Rural Elec Coop,IA,US,NERC_REGION,RFC
5598,East Central Oklahoma Elec Coop Inc,OK,US,NERC_REGION,SPP
5605,Eastern Iowa Light & Power Coop,IA,US,NERC_REGION,MRO
5609,Eastern Maine Electric Coop,ME,US,NERC_REGION,NPCC
5625,Easton Utilities Comm,MD,US,NERC_REGION,RFC
5630,City of Eaton Rapids - (MI),MI,US,NERC_REGION,RFC
5631,Town of Eatonville - (WA),WA,US,NERC_REGION,WECC
5632,Eau Claire Electric Coop,WI,US,NERC_REGION,MRO
5644,"Edisto Electric Coop, Inc",SC,US,NERC_REGION,SERC
5653,Village of Edgerton - (OH),OH,US,NERC_REGION,RFC
5655,Edinburgh Municipal Utilities,IN,US,NERC_REGION,RFC
5656,Edgecombe-Martin County E M C,NC,US,NERC_REGION,SERC
5661,City of Edmond - (OK),OK,US,NERC_REGION,SPP
5686,City of El Dorado Springs - (MO),MO,US,NERC_REGION,RFC
5692,City of Eitzen - (MN),MN,US,NERC_REGION,MRO
5701,El Paso Electric Co,TX,US,NERC_REGION,WECC
5703,Empire Natural Gas Corporation,NY,US,NERC_REGION,RFC
5721,City of Elfin Cove - (AK),AK,US,NERC_REGION,AK
5728,City of Elba - (AL),AL,US,NERC_REGION,SERC
5729,Electrical Dist No8 Maricopa,AZ,US,NERC_REGION,WECC
5730,City of Elberton,GA,US,NERC_REGION,SERC
5732,City of Elbow Lake - (MN),MN,US,NERC_REGION,MRO
5741,City of Eldorado - (OK),OK,US,NERC_REGION,SPP
5742,Eldridge City Utilities,IA,US,NERC_REGION,MRO
5744,City of Electra - (TX),TX,US,NERC_REGION,SPP
5748,Electric Energy Inc,IL,US,NERC_REGION,SERC
5752,Village of Eldorado - (OH),OH,US,NERC_REGION,RFC
5760,City of Elizabeth City - (NC),NC,US,NERC_REGION,SERC
5771,City of Elk Point,SD,US,NERC_REGION,MRO
5773,City of Elk River,MN,US,NERC_REGION,MRO
5777,City of Elkhorn - (WI),WI,US,NERC_REGION,RFC
5780,Elkhorn Rural Public Pwr Dist,NE,US,NERC_REGION,SPP
5794,Town of Elkton,VA,US,NERC_REGION,SERC
5795,City of Elsmore - (KS),KS,US,NERC_REGION,SPP
5796,City of Ellaville,GA,US,NERC_REGION,SERC
5802,City of Ellinwood - (KS),KS,US,NERC_REGION,SPP
5827,City of Ellsworth - (IA),IA,US,NERC_REGION,MRO
5828,Borough of Ellwood City - (PA),PA,US,NERC_REGION,RFC
5832,Elmhurst Mutual Power & Light Co,WA,US,NERC_REGION,WECC
5833,Village of Elmore - (OH),OH,US,NERC_REGION,RFC
5834,City of Elroy - (WI),WI,US,NERC_REGION,MRO
5841,City of Ely - (MN),MN,US,NERC_REGION,MRO
5850,City of Emerson - (NE),NE,US,NERC_REGION,MRO
5860,Empire District Electric Co,MO,US,NERC_REGION,SPP
5875,Village of Endicott - (NY),NY,US,NERC_REGION,NPCC
5880,"Energy Coop of New York, Inc",NY,US,NERC_REGION,NPCC
5896,Town of Enfield - (NC),NC,US,NERC_REGION,SERC
5915,Village of Enosburg Falls - (VT),VT,US,NERC_REGION,NPCC
5927,Village of Endicott - (NE),NE,US,NERC_REGION,MRO
5928,Town of Etna Green,IN,US,NERC_REGION,RFC
5929,"Fairfield Electric Coop, Inc",SC,US,NERC_REGION,SERC
5930,Village of Fairport - (NY),NY,US,NERC_REGION,NPCC
5935,Borough of Ephrata - (PA),PA,US,NERC_REGION,RFC
5945,City of Erath - (LA),LA,US,NERC_REGION,SERC
5953,"Entergy Solutions, Ltd",TX,US,NERC_REGION,NPCC
5957,City of Erie - (KS),KS,US,NERC_REGION,SPP
5961,Town of Erwin - (TN),TN,US,NERC_REGION,SERC
5964,"Escambia River Elec Coop, Inc",FL,US,NERC_REGION,SERC
5969,City of Escondido - (CA),CA,US,NERC_REGION,WECC
5995,City of Estelline - (SD),SD,US,NERC_REGION,MRO
5997,Town of Estes Park,CO,US,NERC_REGION,WECC
5998,City of Estherville - (IA),IA,US,NERC_REGION,MRO
6008,City of Etowah,TN,US,NERC_REGION,SERC
6019,City of Eudora - (KS),KS,US,NERC_REGION,
6022,City of Eugene - (OR),OR,US,NERC_REGION,WECC
6043,City of Evansville,WI,US,NERC_REGION,MISO
6052,City of Evergreen - (AL),AL,US,NERC_REGION,SERC
6112,"Farmers Electric Coop, Inc - (IA)",IA,US,NERC_REGION,RFC
6127,City of Fairbank - (IA),IA,US,NERC_REGION,MRO
6130,City of Fairburn - (GA),GA,US,NERC_REGION,SERC
6132,City of Fairbury,NE,US,NERC_REGION,MRO
6136,Village of Fairmont - (NE),NE,US,NERC_REGION,MRO
6138,City of Fairfax - (MN),MN,US,NERC_REGION,MRO
6141,City of Fairfield- (IL),IL,US,NERC_REGION,RFC
6145,City of Fairhope - (AL),AL,US,NERC_REGION,SERC
6149,City of Ellensburg - (WA),WA,US,NERC_REGION,WECC
6151,Fairmont Public Utilities Comm,MN,US,NERC_REGION,MRO
6152,City of Fairview - (OK),OK,US,NERC_REGION,MRO
6154,Fairview City Corporation,UT,US,NERC_REGION,WECC
6155,"Farmers Electric Company, Ltd - (ID)",ID,US,NERC_REGION,WECC
6157,City of Faith - (SD),SD,US,NERC_REGION,MRO
6169,Fall River Rural Elec Coop Inc,ID,US,NERC_REGION,WECC
6172,City of Fallon - (NV),NV,US,NERC_REGION,WECC
6173,Fannin County Electric Coop,TX,US,NERC_REGION,TRE
6175,City of Falls City - (NE),NE,US,NERC_REGION,MRO
6178,City of Falmouth - (KY),KY,US,NERC_REGION,RFC
6181,"Farmers Electric Coop, Inc - (MO)",MO,US,NERC_REGION,SERC
6182,"Farmers Electric Coop, Inc - (TX)",TX,US,NERC_REGION,TRE
6183,"Fayette Electric Coop, Inc",TX,US,NERC_REGION,TRE
6192,City of Farmer City - (IL),IL,US,NERC_REGION,RFC
6194,Farmers Rural Electric Coop Corp - (KY),KY,US,NERC_REGION,RFC
6203,City of Farmersville - (TX),TX,US,NERC_REGION,
6204,City of Farmington - (NM),NM,US,NERC_REGION,WECC
6206,Farmers Electric Coop Corp - (AR),AR,US,NERC_REGION,SERC
6207,Farmington River Power Company,CT,US,NERC_REGION,NPCC
6209,Town of Farmville - (NC),NC,US,NERC_REGION,SERC
6210,City of Farnhamville - (IA),IA,US,NERC_REGION,MRO
6231,City of Fayette - (MO),MO,US,NERC_REGION,RFC
6235,Fayetteville Public Works Commission,NC,US,NERC_REGION,SERC
6258,Federated Rural Electric Assn,MN,US,NERC_REGION,MRO
6272,"FEM Electric Assn, Inc",SD,US,NERC_REGION,
6274,City of Fennimore - (WI),WI,US,NERC_REGION,MRO
6276,Town of Ferdinand - (IN),IN,US,NERC_REGION,RFC
6297,PUD No 1 of Ferry County,WA,US,NERC_REGION,
6316,Fillmore City Corporation,UT,US,NERC_REGION,WECC
6335,"Firelands Electric Coop, Inc",OH,US,NERC_REGION,RFC
6342,First Electric Coop Corp,AR,US,NERC_REGION,SERC
6369,Fishers Island Utility Co Inc,NY,US,NERC_REGION,NPCC
6380,Fitzgerald Wtr Lgt & Bond Comm,GA,US,NERC_REGION,SERC
6389,Energy Harbor Generation LLC,OH,US,NERC_REGION,RFC
6390,City of Flandreau,SD,US,NERC_REGION,MRO
6395,Flathead Electric Coop Inc,MT,US,NERC_REGION,WECC
6396,City of Flatonia - (TX),TX,US,NERC_REGION,TRE
6411,Flint Electric Membership Corp,GA,US,NERC_REGION,SERC
6417,City of Flora - (IL),IL,US,NERC_REGION,
6418,Town of Fleming - (CO),CO,US,NERC_REGION,WECC
6424,Florence Utility Comm,WI,US,NERC_REGION,MISO
6427,City of Floresville,TX,US,NERC_REGION,TRE
6431,"Flint Hills Rural E C A, Inc",KS,US,NERC_REGION,SPP
6442,Fleming-Mason Energy Coop Inc,KY,US,NERC_REGION,RFC
6443,"Florida Keys El Coop Assn, Inc",FL,US,NERC_REGION,FRCC
6452,Florida Power & Light Co,FL,US,NERC_REGION,FRCC
6458,Energy Harbor Corp.,OH,US,NERC_REGION,RFC
6491,Foley Board of Utilities,AL,US,NERC_REGION,SERC
6496,City of Fonda - (IA),IA,US,NERC_REGION,MRO
6501,City of Fontanelle - (IA),IA,US,NERC_REGION,MRO
6509,Town of Fort Laramie- (WY),WY,US,NERC_REGION,WECC
6567,Florida Municipal Power Agency,FL,US,NERC_REGION,SERC
6579,City of Forest City- (IA),IA,US,NERC_REGION,MRO
6580,Town of Forest City,NC,US,NERC_REGION,SERC
6582,City of Forest Grove,OR,US,NERC_REGION,WECC
6598,City of Forsyth - (GA),GA,US,NERC_REGION,SERC
6604,City of Fort Collins - (CO),CO,US,NERC_REGION,WECC
6608,Fort Loudoun Electric Coop,TN,US,NERC_REGION,SERC
6609,City of Fort Meade - (FL),FL,US,NERC_REGION,FRCC
6610,City of Fort Morgan,CO,US,NERC_REGION,WECC
6611,Fort Belknap Electric Coop Inc,TX,US,NERC_REGION,TRE
6612,Fort Payne Improvement Authority,AL,US,NERC_REGION,SERC
6613,Town of Fountain - (NC),NC,US,NERC_REGION,SERC
6615,City of Fort Pierre - (SD),SD,US,NERC_REGION,MRO
6616,Fort Pierce Utilities Authority,FL,US,NERC_REGION,SERC
6617,Fort Valley Utility Comm,GA,US,NERC_REGION,SERC
6618,Town of Fort Supply - (OK),OK,US,NERC_REGION,SPP
6627,City of Fosston - (MN),MN,US,NERC_REGION,MRO
6638,City of Fountain,CO,US,NERC_REGION,WECC
6640,Four County Elec Member Corp,NC,US,NERC_REGION,SERC
6641,4-County Electric Power Assn,MS,US,NERC_REGION,SERC
6707,City of Frankfort - (IN),IN,US,NERC_REGION,RFC
6708,City of Frankfort - (KY),KY,US,NERC_REGION,SERC
6709,Easley Combined Utility System,SC,US,NERC_REGION,SERC
6710,Town of Edenton - (NC),NC,US,NERC_REGION,SERC
6715,City of Franklin - (VA),VA,US,NERC_REGION,SERC
6716,PUD No 1 of Franklin County,WA,US,NERC_REGION,WECC
6718,City of Franklin - (KY),KY,US,NERC_REGION,SERC
6722,Franklin Rural Electric Coop - (IA),IA,US,NERC_REGION,MRO
6723,City of Franklin - (NE),NE,US,NERC_REGION,MRO
6735,Town of Frankton - (IN),IN,US,NERC_REGION,RFC
6750,City of Frederick - (OK),OK,US,NERC_REGION,MRO
6752,Town of Frederick - (CO),CO,US,NERC_REGION,WECC
6753,City of Fredonia - (AZ),AZ,US,NERC_REGION,WECC
6758,City of Fredericksburg - (TX),TX,US,NERC_REGION,TRE
6759,City of Fredericksburg - (IA),IA,US,NERC_REGION,MRO
6761,City of Fredericktown - (MO),MO,US,NERC_REGION,SPP
6762,City of Fredonia - (KS),KS,US,NERC_REGION,SPP
6764,Village of Freeburg - (IL),IL,US,NERC_REGION,RFC
6775,Village of Freeport - (NY),NY,US,NERC_REGION,NPCC
6779,City of Fremont - (NE),NE,US,NERC_REGION,MRO
6780,Town of Fremont - (NC),NC,US,NERC_REGION,SERC
6784,French Broad Elec Member Corp,NC,US,NERC_REGION,SERC
6793,City of Friend - (NE),NE,US,NERC_REGION,MRO
6803,Town of Front Royal,VA,US,NERC_REGION,SERC
6804,Frontier Power Company,OH,US,NERC_REGION,RFC
6839,City of Fulton - (MO),MO,US,NERC_REGION,SERC
6840,City of Fulton - (KY),KY,US,NERC_REGION,SERC
6848,Fulton County Rural E M C,IN,US,NERC_REGION,RFC
6866,"G & K, Inc",AK,US,NERC_REGION,AK
6894,City of Gaffney - (SC),SC,US,NERC_REGION,SERC
6896,City of Galt,MO,US,NERC_REGION,RFC
6907,City of Greendale,IN,US,NERC_REGION,RFC
6909,Gainesville Regional Utilities,FL,US,NERC_REGION,FRCC
6914,City of Galion,OH,US,NERC_REGION,MRO
6915,Galena Electric Utility,AK,US,NERC_REGION,AK
6924,City of Gallatin - (MO),MO,US,NERC_REGION,RFC
6931,City of Galva - (KS),KS,US,NERC_REGION,SPP
6941,City of Garden City,KS,US,NERC_REGION,SPP
6949,City of Gardner - (KS),KS,US,NERC_REGION,SPP
6950,Garland Light & Power Company,WY,US,NERC_REGION,WECC
6957,"Garkane Energy Coop, Inc",UT,US,NERC_REGION,WECC
6958,City of Garland - (TX),TX,US,NERC_REGION,TRE
6965,City of Garnett - (KS),KS,US,NERC_REGION,SPP
6970,City of Garrett,IN,US,NERC_REGION,RFC
6993,City of Gas City - (IN),IN,US,NERC_REGION,RFC
7004,"Buckeye Power, Inc",OH,US,NERC_REGION,RFC
7024,Gascosage Electric Coop,MO,US,NERC_REGION,SERC
7027,City of Gastonia - (NC),NC,US,NERC_REGION,SERC
7048,City of Geary - (OK),OK,US,NERC_REGION,MRO
7095,City of Geneseo - (IL),IL,US,NERC_REGION,RFC
7096,City of Geneva- (IL),IL,US,NERC_REGION,RFC
7100,Village of Genoa - (OH),OH,US,NERC_REGION,RFC
7128,City of Georgetown - (SC),SC,US,NERC_REGION,SERC
7129,City of Georgetown - (TX),TX,US,NERC_REGION,TRE
7130,Town of Georgetown - (MA),MA,US,NERC_REGION,NPCC
7131,Village of Georgetown - (OH),OH,US,NERC_REGION,RFC
7140,Georgia Power Co,GA,US,NERC_REGION,SERC
7184,City of Giddings - (TX),TX,US,NERC_REGION,TRE
7194,City of Gilbert,MN,US,NERC_REGION,MRO
7197,Georgia Transmission Corp,GA,US,NERC_REGION,SERC
7222,City of Gillette - (WY),WY,US,NERC_REGION,WECC
7249,City of Giltner - (NE),NE,US,NERC_REGION,MRO
7256,Borough of Girard - (PA),PA,US,NERC_REGION,RFC
7257,City of Girard - (KS),KS,US,NERC_REGION,MRO
7262,"Glacier Electric Coop, Inc",MT,US,NERC_REGION,WECC
7264,"Glades Electric Coop, Inc",FL,US,NERC_REGION,FRCC
7265,City of Gladstone,MI,US,NERC_REGION,MISO
7269,City of Glasco - (KS),KS,US,NERC_REGION,
7279,"NextEra Energy Services, LLC",TX,US,NERC_REGION,TRE
7287,City of Glen Elder - (KS),KS,US,NERC_REGION,SPP
7292,Glencoe Light & Power Comm,MN,US,NERC_REGION,MRO
7294,City of Glendale - (CA),CA,US,NERC_REGION,WECC
7295,City of Glidden - (IA),IA,US,NERC_REGION,MRO
7300,City of Glenwood Springs - (CO),CO,US,NERC_REGION,WECC
7303,Raccoon Valley Electric Cooperative,IA,US,NERC_REGION,MRO
7311,Village of Glouster - (OH),OH,US,NERC_REGION,RFC
7318,"Goldenwest Electric Coop, Inc",MT,US,NERC_REGION,WECC
7349,"Golden Spread Electric Cooperative, Inc",TX,US,NERC_REGION,SPP
7353,Golden Valley Elec Assn Inc,AK,US,NERC_REGION,AK
7359,Borough of Goldsboro - (PA),PA,US,NERC_REGION,RFC
7368,City of Goldthwaite - (TX),TX,US,NERC_REGION,TRE
7370,City of Gonzales - (TX),TX,US,NERC_REGION,TRE
7374,City of Goodland - (KS),KS,US,NERC_REGION,SPP
7411,City of Gothenburg - (NE),NE,US,NERC_REGION,MRO
7424,Gowrie Municipal Utilities,IA,US,NERC_REGION,MRO
7441,Goltry Public Works Authority,OK,US,NERC_REGION,SPP
7442,Grafton Electric - (IA),IA,US,NERC_REGION,MRO
7443,City of Graettinger - (IA),IA,US,NERC_REGION,MRO
7445,Village of Grafton - (OH),OH,US,NERC_REGION,RFC
7450,Grady Electric Membership Corp,GA,US,NERC_REGION,SERC
7456,Graham County Electric Coop Inc,AZ,US,NERC_REGION,WECC
7460,Goodhue County Coop Elec Assn,MN,US,NERC_REGION,MRO
7478,Town of Granada - (CO),CO,US,NERC_REGION,WECC
7480,City of Granbury - (TX),TX,US,NERC_REGION,TRE
7484,"Grand Electric Coop, Inc",SD,US,NERC_REGION,MRO
7485,City of Grant - (NE),NE,US,NERC_REGION,
7486,City of Grand Junction - (IA),IA,US,NERC_REGION,MRO
7487,City of Grand Marais - (MN),MN,US,NERC_REGION,MRO
7490,Grand River Dam Authority,OK,US,NERC_REGION,SPP
7494,City of Granite Falls - (MN),MN,US,NERC_REGION,MRO
7496,Town of Granite Falls - (NC),NC,US,NERC_REGION,SERC
7501,City of Granite - (OK),OK,US,NERC_REGION,MRO
7515,City of Grantville - (GA),GA,US,NERC_REGION,SERC
7548,PUD No 1 of Grays Harbor County,WA,US,NERC_REGION,WECC
7554,Green Mountain Energy Company,TX,US,NERC_REGION,TRE
